,isbn,title,series_title,series_release_number,authors,publisher,language,description,num_pages,format,genres,publication_date,rating_score,num_ratings,num_reviews,current_readers,want_to_read,price,url
116,9789382665465,The Great War of Hind ,The Legend of Ramm,1,Vaibhav Anand,Srishti Publishers,English,"“In the beginning, there was no such thing as heaven or hell. All that there was then, was earth… There are raconteurs and mischief-mongers in our ranks and I have no doubt they shall pervert the truth with their self-serving versions. The events of history – this history of our land – shall thus inevitably have many versions, doubtless. But, I was there with General Ramm, I fought by his side…”
-Sanjaay, official chronicler of General Ramm
Around 12000 B.C., Hindustan (or Hind) as we know it today, comprised five kingdoms of man, sandwiched between Parbat – the kingdom of the Gods in the north, and Lunka – the kingdom of the demons in the south. The ‘Legend of Ramm’ unravels the story of the military general called Ramm in the kingdom of Ayodh and how his actions came to define our world as we know it today.",184,Paperback,"['Mythology', 'Fantasy', 'Fiction', 'India']","June 8, 2014",3.82,198.0,27.0,36.0,591.0,3.99,https://www.goodreads.com/book/show/25927416-the-great-war-of-hind
117,,Harry Potter and the Cursed Child: Parts One and Two ,Harry Potter,8,J.K. Rowling,"Little, Brown",English,"The eighth story, nineteen years later...
It was always difficult being Harry Potter, and it isn't much easier now that he is an overworked employee of the Ministry of Magic, a husband, and a father of three school-age children.
While Harry grapples with a past that refuses to stay where it belongs, his youngest son, Albus, must struggle with the weight of a family legacy he never wanted. As past and present fuse ominously, both father and son learn the uncomfortable truth: sometimes, darkness comes from unexpected places.
Based on an original new story by J.K. Rowling, Jack Thorne, and John Tiffany, a new play by Jack Thorne, ""Harry Potter and the Cursed Child"" is the complete and official playscript of the original, award-winning West End production. This updated edition includes the final dialogue and stage directions, a conversation piece between director John Tiffany and playwright Jack Thorne, the Potter family tree, and a timeline of events in the wizarding world leading up to ""Harry Potter and the Cursed Child.""",343,Hardcover,"['Fantasy', 'Fiction', 'Young Adult', 'Plays', 'Magic', 'Adventure', 'Middle Grade']","July 31, 2016",3.49,1006490.0,73492.0,35300.0,450000.0,0.0,https://www.goodreads.com/book/show/29056083-harry-potter-and-the-cursed-child
118,9781442468351,Lady Midnight ,The Dark Artifices,1,Cassandra Clare,Margaret K. McElderry Books,English,"The Shadowhunters of Los Angeles star in the first novel in Cassandra Clare’s newest series, The Dark Artifices, a sequel to the internationally bestselling Mortal Instruments series. 
 is a Shadowhunters novel.
It’s been five years since the events of 
City of Heavenly Fire
 that brought the Shadowhunters to the brink of oblivion. Emma Carstairs is no longer a child in mourning, but a young woman bent on discovering what killed her parents and avenging her losses.
Together with her parabatai Julian Blackthorn, Emma must learn to trust her head and her heart as she investigates a demonic plot that stretches across Los Angeles, from the Sunset Strip to the enchanted sea that pounds the beaches of Santa Monica. If only her heart didn’t lead her in treacherous directions…
Making things even more complicated, Julian’s brother Mark—who was captured by the faeries five years ago—has been returned as a bargaining chip. The faeries are desperate to find out who is murdering their kind—and they need the Shadowhunters’ help to do it. But time works differently in faerie, so Mark has barely aged and doesn’t recognize his family. Can he ever truly return to them? Will the faeries really allow it?
 Glitz, glamours, and Shadowhunters abound in this heartrending opening to Cassandra Clare’s Dark Artifices series.",688,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Young Adult Fantasy', 'Fiction']","March 8, 2016",4.36,226041.0,22041.0,9660.0,264000.0,10.99,https://www.goodreads.com/book/show/25494343-lady-midnight
119,9780765376473,A Gathering of Shadows ,Shades of Magic,2,V.E. Schwab,Tor,English,"It has been four months since a mysterious obsidian stone fell into Kell's possession. Four months since his path crossed with Delilah Bard. Four months since Prince Rhy was wounded, and since the nefarious Dane twins of White London fell, and four months since the stone was cast with Holland's dying body through the rift--back into Black London.
Now, restless after having given up his smuggling habit, Kell is visited by dreams of ominous magical events, waking only to think of Lila, who disappeared from the docks as she always meant to do. As Red London finalizes preparations for the Element Games--an extravagant international competition of magic meant to entertain and keep healthy the ties between neighboring countries--a certain pirate ship draws closer, carrying old friends back into port.
And while Red London is caught up in the pageantry and thrills of the Games, another London is coming back to life. After all, a shadow that was gone in the night will reappear in the morning. But the balance of magic is ever perilous, and for one city to flourish, another London must fall.",512,Hardcover,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Adult', 'Audiobook', 'Romance']","February 23, 2016",4.22,191290.0,24236.0,9004.0,186000.0,0.0,https://www.goodreads.com/book/show/20764879-a-gathering-of-shadows
120,9781451686630,The Passenger,,,Lisa Lutz,Simon & Schuster,English,"Forty-eight hours after leaving her husband’s body at the base of the stairs, Tanya Dubois cashes in her credit cards, dyes her hair brown, demands a new name from a shadowy voice over the phone, and flees town. It’s not the first time.
She meets Blue, a female bartender who recognizes the hunted look in a fugitive’s eyes and offers her a place to stay. With dwindling choices, Tanya-now-Amelia accepts. An uneasy―and dangerous―alliance is born.
It’s almost impossible to live off the grid today, but Amelia-now-Debra and Blue have the courage, the ingenuity, and the desperation, to try. Hopscotching from city to city, Debra especially is chased by a very dark secret…can she outrun her past?",304,Hardcover,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Crime']","March 1, 2016",3.72,42321.0,4829.0,2178.0,46000.0,14.99,https://www.goodreads.com/book/show/26154406-the-passenger
121,9781101902769,A Mother's Reckoning: Living in the Aftermath of Tragedy,,,Sue Klebold,Crown,English,"On April 20, 1999, Eric Harris and Dylan Klebold walked into Columbine High School in Littleton, Colorado. Over the course of minutes, they would kill twelve students and a teacher and wound twenty-four others before taking their own lives.
  
 For the last sixteen years, Sue Klebold, Dylan’s mother, has lived with the indescribable grief and shame of that day. How could her child, the promising young man she had loved and raised, be responsible for such horror? And how, as his mother, had she not known something was wrong? Were there subtle signs she had missed? What, if anything, could she have done differently?
  
 These are questions that Klebold has grappled with every day since the Columbine tragedy. In 
, she chronicles with unflinching honesty her journey as a mother trying to come to terms with the incomprehensible. In the hope that the insights and understanding she has gained may help other families recognize when a child is in distress, she tells her story in full, drawing upon her personal journals, the videos and writings that Dylan left behind, and on countless interviews with mental health experts.
  
 Filled with hard-won wisdom and compassion, 
A Mother’s Reckoning 
is a powerful and haunting book that sheds light on one of the most pressing issues of our time. And with fresh wounds from the recent Newtown and Charleston shootings, never has the need for understanding been more urgent.
  
All author profits from the book will be donated to research and to charitable organizations focusing on mental health issues.",336,ebook,"['Nonfiction', 'Memoir', 'True Crime', 'Biography', 'Audiobook', 'Crime', 'Biography Memoir']","February 15, 2016",4.13,39941.0,5418.0,1977.0,48400.0,11.99,https://www.goodreads.com/book/show/25937671-a-mother-s-reckoning
122,9781841191096,Sebring ,Unfinished Hero,5,Kristen Ashley,Robinson,English,"Victorian Amelia Peabody continues to journal her Egypt adventures, toddler Ramses left in England. Husband Radcliffe Emerson's old friend Lady Baskerville fears a curse killed her husband Sir Henry, and soon engages the attentions of American Cyrus. The will funds continued excavation. But a lady dressed in white floats, flutters, spreads fear, and more death.",312,Paperback,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Egypt', 'Historical Mystery', 'Audiobook']","January 1, 1981",4.0,23821.0,1675.0,873.0,5172.0,9.99,https://www.goodreads.com/book/show/25879951-sebring
123,9780062457790,They Both Die at the End,,,Adam Silvera,Quill Tree Books,English,"On September 5, a little after midnight, Death-Cast calls Mateo Torrez and Rufus Emeterio to give them some bad news: They’re going to die today.
Mateo and Rufus are total strangers, but, for different reasons, they’re both looking to make a new friend on their End Day. The good news: There’s an app for that. It’s called the Last Friend, and through it, Rufus and Mateo are about to meet up for one last great adventure—to live a lifetime in a single day.
Adam Silvera reminds us that there’s no life without death and no love without loss in this devastating yet uplifting story about two people whose lives change over the course of one unforgettable day.",389,Hardcover,"['Young Adult', 'Romance', 'LGBT', 'Fiction', 'Contemporary', 'Queer', 'Audiobook']","September 5, 2017",3.77,722678.0,85036.0,45700.0,768000.0,8.99,https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end
124,9780062348708,The Upside of Unrequited ,Simonverse,2,Becky Albertalli,Balzer + Bray,English,"Seventeen-year-old Molly Peskin-Suso knows all about unrequited love—she’s lived through it twenty-six times. She crushes hard and crushes often, but always in secret. Because no matter how many times her twin sister, Cassie, tells her to woman up, Molly can’t stomach the idea of rejection. So she’s careful. Fat girls 
 have to be careful.
Then a cute new girl enters Cassie’s orbit, and for the first time ever, Molly’s cynical twin is a lovesick mess. Meanwhile, Molly’s totally not dying of loneliness—except for the part where she is. Luckily, Cassie’s new girlfriend comes with a cute hipster-boy sidekick. Will is funny and flirtatious and just might be perfect crush material. Maybe more than crush material. And if Molly can win him over, she’ll get her first kiss 
and
 she’ll get her twin back. 
There’s only one problem: Molly’s coworker Reid. He’s an awkward Tolkien superfan with a season pass to the Ren Faire, and there’s absolutely no way Molly could fall for him. Right?",336,Hardcover,"['Young Adult', 'Contemporary', 'Romance', 'LGBT', 'Fiction', 'Audiobook', 'Queer']","April 11, 2017",3.9,74803.0,10446.0,1433.0,88600.0,10.99,https://www.goodreads.com/book/show/30653853-the-upside-of-unrequited
125,9781101886724,Waking Gods ,Themis Files,2,Sylvain Neuvel,Del Rey,English,"As a child, Rose Franklin made an astonishing discovery: a giant metallic hand, buried deep within the earth. As an adult, she’s dedicated her brilliant scientific career to solving the mystery that began that fateful day: Why was a titanic robot of unknown origin buried in pieces around the world? Years of investigation have produced intriguing answers—and even more perplexing questions. But the truth is closer than ever before when a second robot, more massive than the first, materializes and lashes out with deadly force.
 Now humankind faces a nightmare invasion scenario made real, as more colossal machines touch down across the globe. But Rose and her team at the Earth Defense Corps refuse to surrender. They can turn the tide if they can unlock the last secrets of an advanced alien technology. The greatest weapon humanity wields is knowledge in a do-or-die battle to inherit the Earth . . . and maybe even the stars.",336,Hardcover,"['Science Fiction', 'Fiction', 'Audiobook', 'Fantasy', 'Adult', 'Aliens', 'Science Fiction Fantasy']","April 4, 2017",4.01,45549.0,5064.0,1620.0,41700.0,5.99,https://www.goodreads.com/book/show/30134847-waking-gods
126,9781484763803,A List of Cages,,,Robin Roe,Disney-Hyperion,English,"When Adam Blake lands the best elective ever in his senior year, serving as an aide to the school psychologist, he thinks he’s got it made. Sure, it means a lot of sitting around, which isn’t easy for a guy with ADHD, but he can’t complain, since he gets to spend the period texting all his friends. Then the doctor asks him to track down the troubled freshman who keeps dodging her, and Adam discovers that the boy is Julian—the foster brother he hasn’t seen in five years.
Adam is ecstatic to be reunited. At first, Julian seems like the boy he once knew. He’s still kindhearted. He still writes stories and loves picture books meant for little kids. But as they spend more time together, Adam realizes that Julian is keeping secrets, like where he hides during the middle of the day, and what’s really going on inside his house. Adam is determined to help him, but his involvement could cost both boys their lives…",310,Hardcover,"['Young Adult', 'Contemporary', 'Fiction', 'Mental Health', 'Realistic Fiction', 'Young Adult Contemporary', 'Abuse']","January 10, 2017",4.26,25254.0,4882.0,615.0,70500.0,8.99,https://www.goodreads.com/book/show/25613472-a-list-of-cages
127,9781101906668,The Roanoke Girls,,,Amy Engel,Crown,English,"Lane Roanoke is fifteen when she comes to live with her grandparents and fireball cousin at the Roanoke family's rural estate following the suicide of her mother. Over one long, hot summer, Lane experiences the benefits of being one of the rich and beautiful Roanoke girls.
But what she doesn't know is being a Roanoke girl carries a terrible legacy: either the girls run, or they die. For there is darkness at the heart of Roanoke, and when Lane discovers its insidious pull, she must make her choice...",279,Hardcover,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Adult', 'Audiobook']","March 7, 2017",3.72,31416.0,4940.0,1025.0,44400.0,6.99,https://www.goodreads.com/book/show/30689335-the-roanoke-girls
128,,"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions",,,Chimamanda Ngozi Adichie,Knopf,English,"From the best-selling author of 
and 
We Should All Be Feminists
 comes a powerful new statement about feminism today--written as a letter to a friend. 
A few years ago, Chimamanda Ngozi Adichie received a letter from a dear friend from childhood, asking her how to raise her baby girl as a feminist. 
Dear Ijeawele 
is Adichie's letter of response.
Here are fifteen invaluable suggestions--compelling, direct, wryly funny, and perceptive--for how to empower a daughter to become a strong, independent woman. From encouraging her to choose a helicopter, and not only a doll, as a toy if she so desires; having open conversations with her about clothes, makeup, and sexuality; debunking the myth that women are somehow biologically arranged to be in the kitchen making dinner, and that men can ""allow"" women to have full careers, 
Dear Ijeawele
 goes right to the heart of sexual politics in the twenty-first century. It will start a new and urgently needed conversation about what it really means to be a woman today.",63,Hardcover,"['Nonfiction', 'Feminism', 'Essays', 'Audiobook', 'Womens', 'Parenting', 'Africa']","March 7, 2017",4.51,81189.0,9911.0,1372.0,77600.0,7.99,https://www.goodreads.com/book/show/33585392-dear-ijeawele-or-a-feminist-manifesto-in-fifteen-suggestions
129,9781619636101,Kingdom of Ash ,Throne of Glass,7,Sarah J. Maas,Bloomsbury YA,English,"Aelin Galathynius has vowed to save her people ― but at a tremendous cost. Locked within an iron coffin by the Queen of the Fae, Aelin must draw upon her fiery will as she endures months of torture. The knowledge that yielding to Maeve will doom those she loves keeps her from breaking, but her resolve is unraveling with each passing day…
With Aelin captured, friends and allies are scattered to different fates. Some bonds will grow even deeper, while others will be severed forever. As destinies weave together at last, all must fight if Erilea is to have any hope of salvation.
Years in the making, Sarah J. Maas's 
 bestselling Throne of Glass series draws to an explosive conclusion as Aelin fights to save herself―and the promise of a better world.",980,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Fae', 'New Adult', 'Fiction', 'Magic']","October 23, 2018",4.68,477880.0,48557.0,30500.0,361000.0,8.9,https://www.goodreads.com/book/show/33590260-kingdom-of-ash
130,9780448494500,A Reaper at the Gates ,An Ember in the Ashes,3,Sabaa Tahir,Razorbill,English,"Beyond the Martial Empire and within it, the threat of war looms ever larger.
Helene Aquilla, the Blood Shrike, is desperate to protect her sister's life and the lives of everyone in the Empire. Yet danger lurks on all sides. Emperor Marcus, haunted by his past, grows increasingly unstable and violent, while Keris Veturia, the ruthless Commandant, capitalizes on the Emperor's volatility to grow her own power—regardless of the carnage she leaves in her path.
Far to the east, Laia of Serra knows that the fate of the world lies not in the machinations of the Martial court, but in stopping the Nightbringer. During the hunt to bring him down, Laia faces unexpected threats from those she hoped would help her, and is drawn into a battle she never thought she'd have to fight.
And in the land between the living and the dead, Elias Veturius has given up his freedom to serve as Soul Catcher. However, in doing so, he has vowed himself to an ancient power that demands his complete surrender—even if that means abandoning the woman he loves.",458,Hardcover,"['Fantasy', 'Young Adult', 'Young Adult Fantasy', 'Romance', 'Fiction', 'Audiobook', 'Magic']","June 12, 2018",4.16,91031.0,10623.0,5889.0,3062.0,9.99,https://www.goodreads.com/book/show/30809786-a-reaper-at-the-gates
131,9780062662590,The Poppy War ,The Poppy War,1,R.F. Kuang,Harper Voyager,English,"An epic historical military fantasy, inspired by the bloody history of China’s twentieth century and filled with treachery and magic.
When Rin aced the Keju—the Empire-wide test to find the most talented youth to learn at the Academies—it was a shock to everyone: to the test officials, who couldn’t believe a war orphan from Rooster Province could pass without cheating; to Rin’s guardians, who believed they’d finally be able to marry her off and further their criminal enterprise; and to Rin herself, who realized she was finally free of the servitude and despair that had made up her daily existence. That she got into Sinegard—the most elite military school in Nikan—was even more surprising.
But surprises aren’t always good.
Because being a dark-skinned peasant girl from the south is not an easy thing at Sinegard. Targeted from the outset by rival classmates for her color, poverty, and gender, Rin discovers she possesses a lethal, unearthly power—an aptitude for the nearly-mythical art of shamanism. Exploring the depths of her gift with the help of a seemingly insane teacher and psychoactive substances, Rin learns that gods long thought dead are very much alive—and that mastering control over those powers could mean more than just surviving school.
For while the Nikara Empire is at peace, the Federation of Mugen still lurks across a narrow sea. The militarily advanced Federation occupied Nikan for decades after the First Poppy War, and only barely lost the continent in the Second. And while most of the people are complacent to go about their lives, a few are aware that a Third Poppy War is just a spark away . . .
Rin’s shamanic powers may be the only way to save her people. But as she finds out more about the god that has chosen her, the vengeful Phoenix, she fears that winning the war may cost her humanity . . . and that it may already be too late.",545,ebook,"['Fantasy', 'Fiction', 'Historical Fiction', 'Adult', 'Historical', 'High Fantasy', 'Audiobook']","May 1, 2018",4.17,243084.0,39115.0,24000.0,520000.0,0.0,https://www.goodreads.com/book/show/35068705-the-poppy-war
132,,My Torin,,,K. Webster,,,"I’m a freak, a misfit, an odd end.
Abandoned and unloved.
But my happiness is so close I can taste it.
Until he shows up.
Gorgeous, expensive, and all man.
Sad brown eyes and a brilliant smile.
And he wants me to go with him.
His intentions are hidden.
His motives are unclear.
Yet, I leave with him because there’s no happiness here.
What he promises feels too good to be true…
A castle. A fortune. And horses too.
It’s too easy.
Nothing in my life has ever been easy.
What’s the catch?
There’s always a catch.",244 pages,,"['Romance', 'Dark', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Disability', 'Mental Illness']","January 7, 2018",4.2,7828.0,1406.0,614.0,6897.0,4.99,https://www.goodreads.com/book/show/36685321-my-torin
133,9780008239442,The Kingdom of Copper ,The Daevabad Trilogy,2,S.A. Chakraborty,Harper Voyager,English,"Return to Daevabad in the spellbinding sequel to THE CITY OF BRASS.
Nahri’s life changed forever the moment she accidentally summoned Dara, a formidable, mysterious djinn, during one of her schemes. Whisked from her home in Cairo, she was thrust into the dazzling royal court of Daevabad and quickly discovered she would need all her grifter instincts to survive there.
Now, with Daevabad entrenched in the dark aftermath of the battle that saw Dara slain at Prince Ali’s hand, Nahri must forge a new path for herself, without the protection of the guardian who stole her heart or the counsel of the prince she considered a friend. But even as she embraces her heritage and the power it holds, she knows she’s been trapped in a gilded cage, watched by a king who rules from the throne that once belonged to her familyand one misstep will doom her tribe.
Meanwhile, Ali has been exiled for daring to defy his father. Hunted by assassins, adrift on the unforgiving copper sands of his ancestral land, he is forced to rely on the frightening abilities the marid, the unpredictable water spirits, have gifted him. But in doing so, he threatens to unearth a terrible secret his family has long kept buried.
And as a new century approaches and the djinn gather within Daevabad's towering brass walls for celebrations, a threat brews unseen in the desolate north. It’s a force that would bring a storm of fire straight to the city’s gates . . . and one that seeks the aid of a warrior trapped between worlds, torn between a violent duty he can never escape and a peace he fears he will never deserve.",625,Hardcover,"['Fantasy', 'Fiction', 'Historical Fiction', 'Adult', 'Audiobook', 'Magic', 'Mythology']","January 22, 2019",4.4,65712.0,7627.0,4446.0,69700.0,15.49,https://www.goodreads.com/book/show/39988431-the-kingdom-of-copper
134,9781250144546,The Gilded Wolves ,The Gilded Wolves,1,Roshani Chokshi,Wednesday Books,English,"From 
 bestselling author Roshani Chokshi comes a novel set in Paris during a time of extraordinary change--one that is full of mystery, decadence, and dangerous desires...
It's 1889. The city is on the cusp of industry and power, and the Exposition Universelle has breathed new life into the streets and dredged up ancient secrets. Here, no one keeps tabs on dark truths better than treasure-hunter and wealthy hotelier Séverin Montagnet-Alarie. When the elite, ever-powerful Order of Babel coerces him to help them on a mission, Séverin is offered a treasure that he never imagined: his true inheritance.
To hunt down the ancient artifact the Order seeks, Séverin calls upon a band of unlikely experts: An engineer with a debt to pay. A historian banished from his home. A dancer with a sinister past. And a brother in arms if not blood.
Together, they will join Séverin as he explores the dark, glittering heart of Paris. What they find might change the course of history--but only if they can stay alive.",388,Hardcover,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Historical', 'Young Adult Fantasy', 'Fiction', 'LGBT']","January 15, 2019",3.72,45773.0,10202.0,3679.0,193000.0,0.0,https://www.goodreads.com/book/show/39863498-the-gilded-wolves
135,9780393013801,Shout,,,Laurie Halse Anderson,W. W. Norton,English,A collection of 31 essays by the Harvard University paleontologist Stephen Jay Gould.,343,Paperback,"['Science', 'Nonfiction', 'Biology', 'Evolution', 'Essays', 'Natural History', 'History']","January 1, 1980",4.12,6695.0,140.0,180.0,6461.0,9.99,https://www.goodreads.com/book/show/40519254-shout
136,,The House in the Cerulean Sea ,The House in the Cerulean Sea,1,T.J. Klune,Tor Books,English,"A magical island. A dangerous task. A burning secret.
Linus Baker leads a quiet, solitary life. At forty, he lives in a tiny house with a devious cat and his old records. As a Case Worker at the Department in Charge Of Magical Youth, he spends his days overseeing the well-being of children in government-sanctioned orphanages.
When Linus is unexpectedly summoned by Extremely Upper Management he's given a curious and highly classified assignment: travel to Marsyas Island Orphanage, where six dangerous children reside: a gnome, a sprite, a wyvern, an unidentifiable green blob, a were-Pomeranian, and the Antichrist. Linus must set aside his fears and determine whether or not they’re likely to bring about the end of days.
But the children aren’t the only secret the island keeps. Their caretaker is the charming and enigmatic Arthur Parnassus, who will do anything to keep his wards safe. As Arthur and Linus grow closer, long-held secrets are exposed, and Linus must make a choice: destroy a home or watch the world burn.
An enchanting story, masterfully told, The House in the Cerulean Sea is about the profound experience of discovering an unlikely family in an unexpected place—and realizing that family is yours.",394,Kindle Edition,"['Fantasy', 'Fiction', 'LGBT', 'Romance', 'Queer', 'Young Adult', 'Adult']","March 16, 2020",4.41,596656.0,95598.0,33900.0,730000.0,12.99,https://www.goodreads.com/book/show/45047384-the-house-in-the-cerulean-sea
137,9781728206141,Boyfriend Material ,London Calling,1,Alexis  Hall,Sourcebooks Casablanca,English,"When tangentially ― and reluctantly ― famous Luc O'Donnell is forced back into the spotlight in the worst possible way, he has to think fast if he wants to save his floundering reputation. Enter Oliver Blackwood. Stunningly handsome and effortlessly put together, Oliver is successful, an ethical vegetarian, and has never appeared in a scandal mag evenonce. In other words, he's perfect boyfriend material and exactly what Luc needs to appear respectable again. But when their fake relationship starts to feel like real romance, Luc and Oliver might have to consider whether they're willing to fight for the truth of their new relationship…scandal, and consequences, be damned.",425,Paperback,"['LGBT', 'Contemporary', 'Queer', 'Fiction', 'Audiobook', 'M M Romance', 'Adult']","July 7, 2020",4.02,124689.0,19111.0,7639.0,196000.0,0.0,https://www.goodreads.com/book/show/50225678-boyfriend-material
138,,Transcendent Kingdom,,,Yaa Gyasi,Knopf,English,"Yaa Gyasi's stunning follow-up to her acclaimed national best seller 
 is a powerful, raw, intimate, deeply layered novel about a Ghanaian family in Alabama.
Gifty is a fifth-year candidate in neuroscience at Stanford School of Medicine studying reward-seeking behavior in mice and the neural circuits of depression and addiction. Her brother, Nana, was a gifted high school athlete who died of a heroin overdose after a knee injury left him hooked on OxyContin. Her suicidal mother is living in her bed. Gifty is determined to discover the scientific basis for the suffering she sees all around her. 
But even as she turns to the hard sciences to unlock the mystery of her family's loss, she finds herself hungering for her childhood faith and grappling with the evangelical church in which she was raised, whose promise of salvation remains as tantalizing as it is elusive. 
Transcendent Kingdom
 is a deeply moving portrait of a family of Ghanaian immigrants ravaged by depression and addiction and grief--a novel about faith, science, religion, love. Exquisitely written, emotionally searing, this is an exceptionally powerful follow-up to Gyasi's phenomenal debut.",264,Hardcover,"['Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Mental Health', 'Africa', 'Adult']","August 31, 2020",4.12,144536.0,16559.0,7411.0,226000.0,11.99,https://www.goodreads.com/book/show/48570454-transcendent-kingdom
139,9781250250469,Cemetery Boys ,Cemetery Boys,1,Aiden Thomas,Swoon Reads,English,"Yadriel has summoned a ghost, and now he can’t get rid of him.
When his traditional Latinx family has problems accepting his gender, Yadriel becomes determined to prove himself a real brujo. With the help of his cousin and best friend Maritza, he performs the ritual himself, and then sets out to find the ghost of his murdered cousin and set it free.
However, the ghost he summons is actually Julian Diaz, the school’s resident bad boy, and Julian is not about to go quietly into death. He’s determined to find out what happened and tie up some loose ends before he leaves. Left with no choice, Yadriel agrees to help Julian, so that they can both get what they want. But the longer Yadriel spends with Julian, the less he wants to let him leave.",344,Hardcover,"['Fantasy', 'LGBT', 'Young Adult', 'Queer', 'Fiction', 'Paranormal', 'Contemporary']","September 1, 2020",4.28,88872.0,17126.0,4704.0,222000.0,0.0,https://www.goodreads.com/book/show/52339313-cemetery-boys
140,,Dear Ava,,,Ilsa Madden-Mills,,English,"WSJ bestselling author Ilsa Madden-Mills delivers a gripping enemies-to-lovers, secret admirer, high school romance.
The rich and popular Sharks rule at prestigious, ivy-covered Camden Prep. Once upon a time, I wanted to be part of their world--until they destroyed me.
The last thing I expected was an anonymous love letter from one of them.
 I hate every one of those rich jerks for what they did to me. The question is, which Shark is my secret admirer?
Knox, the scarred quarterback.
Dane, his twin brother.
Or Chance, the ex who dumped me. . .
Dear Ava,
Your eyes are the color of the Caribbean Sea.
Wait. That's stupid.
What I really mean is, you look at me and I feel something REAL.
It's been ten months since you were here, but I can't forget you.
I've missed seeing you walk down the hall.
I've missed you cheering at my football games.
I've missed the smell of your hair.
And then everything fell apart the night of the kegger.
Don't hate me because I'm a Shark.
I just want to make you mine.
Still.
Mature Content. Recommended for 18+.
A short excerpt of 
Dear Ava
 appeared in Team Player 2. (No longer available) 
This all-new, full-length version is 376 pages and 100,000 words.",376,Kindle Edition,"['Romance', 'New Adult', 'Contemporary', 'High School', 'Sports Romance', 'Sports', 'Contemporary Romance']","February 1, 2020",4.12,49965.0,5284.0,12900.0,47800.0,0.0,https://www.goodreads.com/book/show/50900667-dear-ava
141,9780062943477,The Rose Code,,,Kate Quinn,William Morrow,English,"and 
USA Today
 bestselling author of 
The Huntress
 and 
The Alice Network
 returns with another heart-stopping World War II story of three female code breakers at Bletchley Park and the spy they must root out after the war is over.
1940.
 As England prepares to fight the Nazis, three very different women answer the call to mysterious country estate Bletchley Park, where the best minds in Britain train to break German military codes. Vivacious debutante Osla is the girl who has everything—beauty, wealth, and the dashing Prince Philip of Greece sending her roses—but she burns to prove herself as more than a society girl, and puts her fluent German to use as a translator of decoded enemy secrets. Imperious self-made Mab, product of East-End London poverty, works the legendary code-breaking machines as she conceals old wounds and looks for a socially advantageous husband. Both Osla and Mab are quick to see the potential in local village spinster Beth, whose shyness conceals a brilliant facility with puzzles, and soon Beth spreads her wings as one of the Park’s few female cryptanalysts. But war, loss, and the impossible pressure of secrecy will tear the three apart. 
1947.
 As the royal wedding of Princess Elizabeth and Prince Philip whips post-war Britain into a fever, three friends-turned-enemies are reunited by a mysterious encrypted letter—the key to which lies buried in the long-ago betrayal that destroyed their friendship and left one of them confined to an asylum. A mysterious traitor has emerged from the shadows of their Bletchley Park past, and now Osla, Mab, and Beth must resurrect their old alliance and crack one last code together. But each petal they remove from the rose code brings danger—and their true enemy...",624,Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'World War II', 'Mystery', 'War']","March 9, 2021",4.45,239793.0,21508.0,18800.0,275000.0,15.99,https://www.goodreads.com/book/show/53914938-the-rose-code
142,9781510109186,Rule of Wolves ,King of Scars,2,Leigh Bardugo,Orion Children's Books,English,"The Grishaverse will be coming to Netflix soon with Shadow and Bone, an original series!
The wolves are circling and a young king will face his greatest challenge in the explosive finale of the instant #1 
-bestselling King of Scars Duology.
The Demon King.
 As Fjerda's massive army prepares to invade, Nikolai Lantsov will summon every bit of his ingenuity and charm—and even the monster within—to win this fight. But a dark threat looms that cannot be defeated by a young king's gift for the impossible. 
The Stormwitch.
 Zoya Nazyalensky has lost too much to war. She saw her mentor die and her worst enemy resurrected, and she refuses to bury another friend. Now duty demands she embrace her powers to become the weapon her country needs. No matter the cost.
The Queen of Mourning.
 Deep undercover, Nina Zenik risks discovery and death as she wages war on Fjerda from inside its capital. But her desire for revenge may cost her country its chance at freedom and Nina the chance to heal her grieving heart.
King. General. Spy.
 Together they must find a way to forge a future in the darkness. Or watch a nation fall.",592,Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Young Adult Fantasy', 'LGBT', 'High Fantasy']","March 30, 2021",4.36,144054.0,19236.0,6065.0,241000.0,9.99,https://www.goodreads.com/book/show/36307674-rule-of-wolves
